institution, ror, year, count, oa status 
"UNSW Sydney",https://ror.org/03r8z3t63,2006,517,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2006,393,green
"UNSW Sydney",https://ror.org/03r8z3t63,2006,89,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2006,75,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2007,3080,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2007,430,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2007,396,green
"UNSW Sydney",https://ror.org/03r8z3t63,2007,92,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2007,91,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2008,3317,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2008,493,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2008,463,green
"UNSW Sydney",https://ror.org/03r8z3t63,2008,148,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2008,105,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2009,3670,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2009,584,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2009,513,green
"UNSW Sydney",https://ror.org/03r8z3t63,2009,212,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2009,144,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2010,4168,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2010,652,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2010,542,green
"UNSW Sydney",https://ror.org/03r8z3t63,2010,290,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2010,152,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2011,4625,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2011,699,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2011,561,green
"UNSW Sydney",https://ror.org/03r8z3t63,2011,413,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2011,219,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2012,4854,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2012,787,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2012,682,green
"UNSW Sydney",https://ror.org/03r8z3t63,2012,678,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2012,215,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2013,5304,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2013,908,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2013,870,green
"UNSW Sydney",https://ror.org/03r8z3t63,2013,850,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2013,285,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2014,5272,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2014,970,green
"UNSW Sydney",https://ror.org/03r8z3t63,2014,938,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2014,913,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2014,387,hybrid
